Hour,Day_of_Week,Month,Weather_Condition,Precipitation,Special_Event,Temperature_C,Parking_Duration_Min,Parking_Zone_ID,Available_Binary
3,0,8,Sunny,0,0,20.5,79,Zone_B_University,Available
12,5,1,Sunny,0,0,6.4,117,Zone_C_Shopping,Available
19,4,7,Overcast,0,0,16.5,126,Zone_E_Airport,Unavailable
0,4,12,Overcast,0,0,1.1,82,Zone_A_Downtown,Available
7,0,6,Sunny,0,0,15.5,151,Zone_C_Shopping,Available
13,0,12,Sunny,0,1,-1.9,150,Zone_C_Shopping,Available
15,4,1,Sunny,0,0,4.1,228,Zone_B_University,Unavailable
13,5,4,Sunny,0,0,15.9,255,Zone_D_Residential,Available
11,2,12,Sunny,0,0,4.2,99,Zone_E_Airport,Available
18,4,5,Light Rain,1,0,16.6,62,Zone_D_Residential,Unavailable
22,0,11,Heavy Rain,1,0,8.9,170,Zone_A_Downtown,Available
14,3,8,Light Rain,1,0,9.9,115,Zone_A_Downtown,Available
1,1,4,Overcast,0,0,9.6,95,Zone_C_Shopping,Available
1,5,3,Cloudy,0,0,7.5,142,Zone_A_Downtown,Available
22,6,2,Sunny,0,0,6.0,173,Zone_C_Shopping,Available
21,5,4,Sunny,0,0,10.7,251,Zone_C_Shopping,Available
18,3,11,Heavy Rain,1,0,7.1,73,Zone_C_Shopping,Unavailable
21,3,10,Heavy Rain,1,0,3.8,251,Zone_C_Shopping,Available
21,6,4,Light Rain,1,0,11.2,109,Zone_B_University,Available
16,0,10,Sunny,0,0,9.2,136,Zone_A_Downtown,Unavailable
19,4,5,Light Rain,1,1,17.6,135,Zone_B_University,Unavailable
9,2,7,Heavy Rain,1,0,19.3,50,Zone_C_Shopping,Unavailable
5,5,9,Sunny,0,0,9.9,227,Zone_C_Shopping,Available
14,6,2,Overcast,0,0,6.8,240,Zone_D_Residential,Available
21,5,5,Overcast,0,0,12.6,75,Zone_D_Residential,Available
10,3,11,Cloudy,0,0,2.6,202,Zone_E_Airport,Unavailable
4,4,10,Light Rain,1,0,2.9,254,Zone_B_University,Available
0,5,9,Cloudy,0,0,15.9,17,Zone_A_Downtown,Available
7,2,12,Cloudy,0,0,5.9,20,Zone_B_University,Available
20,3,3,Cloudy,0,0,8.0,274,Zone_D_Residential,Available
11,2,1,Sunny,0,0,2.4,115,Zone_B_University,Available
11,4,2,Overcast,0,0,5.5,180,Zone_D_Residential,Available
4,5,6,Light Rain,1,1,24.5,178,Zone_C_Shopping,Available
6,1,5,Sunny,0,0,18.1,20,Zone_E_Airport,Available
3,5,1,Heavy Rain,1,0,1.8,41,Zone_E_Airport,Available
5,4,1,Light Rain,1,0,3.5,53,Zone_A_Downtown,Available
12,5,11,Cloudy,0,0,-1.5,289,Zone_C_Shopping,Available
19,6,4,Heavy Rain,1,0,13.8,110,Zone_C_Shopping,Unavailable
14,5,12,Sunny,0,0,-1.2,176,Zone_B_University,Available
2,0,4,Overcast,0,0,8.5,103,Zone_B_University,Available
22,5,6,Sunny,0,0,24.0,261,Zone_C_Shopping,Available
7,5,6,Sunny,0,0,17.9,38,Zone_A_Downtown,Available
19,2,10,Cloudy,0,0,3.7,167,Zone_C_Shopping,Unavailable
15,1,6,Heavy Rain,1,0,12.9,257,Zone_C_Shopping,Available
12,2,1,Cloudy,0,0,2.4,212,Zone_A_Downtown,Unavailable
17,2,10,Sunny,0,0,5.6,44,Zone_C_Shopping,Unavailable
9,3,9,Light Rain,1,0,12.3,221,Zone_B_University,Unavailable
18,0,11,Heavy Rain,1,0,0.2,235,Zone_D_Residential,Unavailable
16,2,7,Sunny,0,0,15.3,68,Zone_A_Downtown,Available
23,6,7,Sunny,0,1,14.2,92,Zone_E_Airport,Available
18,4,11,Sunny,0,0,2.4,134,Zone_B_University,Unavailable
22,6,7,Cloudy,0,1,10.9,295,Zone_A_Downtown,Available
4,4,2,Sunny,0,0,3.6,251,Zone_B_University,Available
20,5,2,Heavy Rain,1,0,7.9,275,Zone_B_University,Available
22,3,6,Cloudy,0,0,14.3,16,Zone_B_University,Unavailable
8,0,7,Overcast,0,0,19.9,94,Zone_C_Shopping,Unavailable
11,6,3,Heavy Rain,1,0,12.6,205,Zone_C_Shopping,Available
20,0,4,Sunny,0,0,16.9,138,Zone_A_Downtown,Available
0,6,12,Sunny,0,1,2.0,196,Zone_A_Downtown,Available
0,5,3,Cloudy,0,0,9.7,138,Zone_D_Residential,Available
14,4,7,Heavy Rain,1,0,17.9,31,Zone_C_Shopping,Available
1,1,7,Light Rain,1,0,20.9,45,Zone_B_University,Available
21,3,4,Heavy Rain,1,0,17.7,148,Zone_D_Residential,Available
15,6,7,Cloudy,0,1,11.9,237,Zone_B_University,Available
7,6,5,Light Rain,1,0,14.3,84,Zone_D_Residential,Available
12,5,1,Cloudy,0,0,-0.1,107,Zone_B_University,Available
20,3,10,Sunny,0,0,8.2,87,Zone_A_Downtown,Available
0,4,4,Sunny,0,0,12.0,152,Zone_E_Airport,Available
15,4,7,Sunny,0,0,16.3,38,Zone_B_University,Available
6,6,2,Sunny,0,0,11.1,182,Zone_D_Residential,Available
4,1,2,Overcast,0,0,9.4,272,Zone_B_University,Available
21,1,1,Sunny,0,0,7.2,290,Zone_C_Shopping,Available
22,0,2,Sunny,0,0,3.8,28,Zone_E_Airport,Available
2,3,10,Light Rain,1,0,-2.3,69,Zone_A_Downtown,Available
11,3,8,Light Rain,1,0,12.8,230,Zone_D_Residential,Available
15,4,11,Cloudy,0,1,-1.2,98,Zone_C_Shopping,Available
18,0,8,Cloudy,0,0,8.2,175,Zone_C_Shopping,Unavailable
4,5,8,Overcast,0,0,17.4,242,Zone_C_Shopping,Available
21,3,1,Sunny,0,0,0.4,98,Zone_E_Airport,Available
13,0,1,Heavy Rain,1,0,0.7,212,Zone_A_Downtown,Available
4,0,12,Cloudy,0,0,0.9,214,Zone_B_University,Available
14,6,10,Overcast,0,0,10.9,193,Zone_E_Airport,Available
16,4,4,Sunny,0,0,13.5,203,Zone_D_Residential,Available
13,0,6,Light Rain,1,0,20.9,170,Zone_A_Downtown,Available
19,1,8,Cloudy,0,0,13.1,242,Zone_C_Shopping,Unavailable
4,1,2,Sunny,0,0,1.3,186,Zone_C_Shopping,Available
11,2,3,Sunny,0,0,6.4,225,Zone_B_University,Available
15,4,6,Light Rain,1,0,18.0,71,Zone_B_University,Available
15,6,10,Light Rain,1,0,6.3,168,Zone_C_Shopping,Available
20,5,4,Cloudy,0,0,15.6,39,Zone_A_Downtown,Available
6,2,12,Light Rain,1,0,3.6,285,Zone_D_Residential,Available
3,1,2,Light Rain,1,0,8.7,216,Zone_D_Residential,Available
0,6,7,Light Rain,1,0,14.6,112,Zone_B_University,Available
4,2,4,Light Rain,1,0,19.5,91,Zone_B_University,Available
22,4,8,Cloudy,0,0,19.8,125,Zone_B_University,Available
9,6,8,Sunny,0,0,12.4,137,Zone_C_Shopping,Available
21,4,7,Heavy Rain,1,0,14.5,68,Zone_D_Residential,Available
4,0,10,Sunny,0,0,0.6,220,Zone_B_University,Available
3,3,9,Heavy Rain,1,0,10.5,181,Zone_C_Shopping,Available
1,0,4,Sunny,0,0,15.4,290,Zone_B_University,Available
19,4,7,Sunny,0,0,15.2,103,Zone_B_University,Unavailable
9,6,10,Sunny,0,0,6.8,25,Zone_A_Downtown,Unavailable
18,1,10,Heavy Rain,1,0,1.8,66,Zone_A_Downtown,Unavailable
0,5,12,Sunny,0,0,4.9,227,Zone_A_Downtown,Available
23,1,1,Overcast,0,0,1.5,68,Zone_B_University,Available
4,6,4,Light Rain,1,0,14.9,261,Zone_E_Airport,Available
12,0,2,Heavy Rain,1,0,6.6,83,Zone_D_Residential,Available
3,5,9,Sunny,0,0,4.1,21,Zone_B_University,Available
15,6,5,Overcast,0,0,19.4,154,Zone_A_Downtown,Available
23,4,3,Sunny,0,0,7.6,238,Zone_A_Downtown,Unavailable
15,1,4,Light Rain,1,0,14.6,83,Zone_B_University,Available
22,4,6,Sunny,0,0,13.8,218,Zone_C_Shopping,Available
1,5,10,Sunny,0,0,4.6,135,Zone_B_University,Available
16,5,1,Overcast,0,0,4.2,291,Zone_A_Downtown,Available
19,1,7,Sunny,0,0,13.7,268,Zone_A_Downtown,Unavailable
23,4,8,Sunny,0,0,10.9,161,Zone_A_Downtown,Available
11,2,7,Cloudy,0,0,17.3,17,Zone_A_Downtown,Available
17,4,7,Light Rain,1,0,16.4,202,Zone_D_Residential,Unavailable
2,5,9,Sunny,0,0,11.0,114,Zone_A_Downtown,Available
0,4,4,Overcast,0,0,12.9,171,Zone_C_Shopping,Available
0,6,7,Cloudy,0,0,18.9,216,Zone_C_Shopping,Available
18,0,9,Light Rain,1,0,8.3,199,Zone_E_Airport,Unavailable
10,2,5,Cloudy,0,0,18.7,54,Zone_E_Airport,Unavailable
4,3,2,Cloudy,0,0,3.3,217,Zone_D_Residential,Available
11,6,5,Overcast,0,0,15.1,161,Zone_A_Downtown,Available
2,0,4,Sunny,0,0,16.2,256,Zone_C_Shopping,Available
0,3,8,Heavy Rain,1,0,12.5,193,Zone_D_Residential,Available
0,1,5,Sunny,0,0,13.4,63,Zone_A_Downtown,Available
7,3,9,Sunny,0,0,15.2,194,Zone_C_Shopping,Available
9,6,9,Heavy Rain,1,0,9.9,164,Zone_E_Airport,Unavailable
10,4,3,Sunny,0,0,11.4,253,Zone_C_Shopping,Unavailable
11,6,10,Cloudy,0,0,-0.8,222,Zone_A_Downtown,Available
12,3,6,Cloudy,0,0,22.0,223,Zone_A_Downtown,Available
11,5,6,Sunny,0,0,25.9,261,Zone_B_University,Available
13,0,4,Sunny,0,0,17.7,21,Zone_A_Downtown,Available
1,0,11,Cloudy,0,0,7.2,133,Zone_C_Shopping,Available
18,3,10,Light Rain,1,0,4.8,45,Zone_D_Residential,Unavailable
17,0,3,Overcast,0,0,10.8,21,Zone_A_Downtown,Unavailable
2,5,1,Sunny,0,1,4.5,249,Zone_E_Airport,Available
22,6,12,Overcast,0,0,-0.1,295,Zone_B_University,Available
16,0,7,Sunny,0,0,16.6,109,Zone_A_Downtown,Unavailable
7,3,5,Light Rain,1,0,13.9,52,Zone_D_Residential,Available
9,2,10,Sunny,0,0,4.8,140,Zone_D_Residential,Unavailable
1,2,7,Light Rain,1,0,19.5,274,Zone_C_Shopping,Available
18,1,1,Cloudy,0,0,-2.2,190,Zone_E_Airport,Available
8,0,8,Cloudy,0,0,16.9,115,Zone_D_Residential,Unavailable
6,6,3,Overcast,0,0,5.3,207,Zone_E_Airport,Available
3,3,7,Cloudy,0,0,17.1,95,Zone_B_University,Available
20,0,12,Sunny,0,0,2.4,75,Zone_D_Residential,Available
17,4,3,Heavy Rain,1,0,11.7,143,Zone_E_Airport,Unavailable
12,5,3,Sunny,0,0,9.5,20,Zone_D_Residential,Available
10,0,10,Heavy Rain,1,1,2.9,35,Zone_A_Downtown,Unavailable
23,0,9,Sunny,0,0,10.6,209,Zone_C_Shopping,Available
3,2,2,Sunny,0,0,12.5,42,Zone_C_Shopping,Available
20,5,4,Sunny,0,0,14.0,154,Zone_A_Downtown,Available
3,3,6,Overcast,0,0,15.4,249,Zone_E_Airport,Available
9,0,3,Light Rain,1,1,8.6,107,Zone_A_Downtown,Unavailable
4,2,12,Overcast,0,0,2.5,151,Zone_A_Downtown,Available
8,1,10,Light Rain,1,0,5.2,96,Zone_E_Airport,Unavailable
23,5,10,Overcast,0,0,4.8,267,Zone_C_Shopping,Available
2,2,7,Heavy Rain,1,1,20.9,242,Zone_A_Downtown,Available
16,2,7,Light Rain,1,0,18.5,249,Zone_C_Shopping,Available
2,6,5,Sunny,0,0,16.6,49,Zone_C_Shopping,Available
15,2,3,Sunny,0,0,9.7,141,Zone_A_Downtown,Available
3,6,2,Overcast,0,0,6.5,273,Zone_E_Airport,Available
17,0,4,Cloudy,0,0,15.7,142,Zone_C_Shopping,Unavailable
16,0,4,Overcast,0,0,17.8,67,Zone_C_Shopping,Available
6,1,11,Sunny,0,0,1.8,114,Zone_C_Shopping,Available
23,4,8,Cloudy,0,0,11.0,208,Zone_C_Shopping,Available
22,4,8,Heavy Rain,1,0,12.3,254,Zone_B_University,Available
4,4,5,Sunny,0,1,14.3,263,Zone_B_University,Available
11,6,6,Light Rain,1,0,13.4,221,Zone_C_Shopping,Available
16,5,8,Cloudy,0,0,18.2,115,Zone_D_Residential,Available
22,5,1,Overcast,0,0,5.6,229,Zone_A_Downtown,Available
12,1,5,Sunny,0,0,10.1,78,Zone_C_Shopping,Available
22,5,4,Overcast,0,0,14.7,253,Zone_D_Residential,Available
2,4,4,Heavy Rain,1,0,12.9,138,Zone_A_Downtown,Available
8,4,11,Light Rain,1,0,1.6,20,Zone_A_Downtown,Unavailable
16,2,2,Sunny,0,0,-1.5,239,Zone_B_University,Available
16,5,10,Light Rain,1,0,5.9,163,Zone_C_Shopping,Available
19,0,1,Overcast,0,0,3.3,71,Zone_A_Downtown,Unavailable
15,0,6,Light Rain,1,0,14.5,170,Zone_B_University,Available
21,2,7,Cloudy,0,0,21.8,99,Zone_C_Shopping,Available
12,2,5,Heavy Rain,1,0,19.3,38,Zone_C_Shopping,Available
18,2,8,Light Rain,1,0,10.8,129,Zone_B_University,Unavailable
16,0,9,Overcast,0,0,13.1,106,Zone_B_University,Available
3,4,11,Sunny,0,0,1.7,205,Zone_D_Residential,Available
11,2,11,Cloudy,0,0,6.2,36,Zone_E_Airport,Available
8,1,2,Sunny,0,0,1.7,48,Zone_E_Airport,Unavailable
18,6,11,Heavy Rain,1,0,3.6,263,Zone_C_Shopping,Available
11,2,4,Heavy Rain,1,0,10.4,51,Zone_B_University,Available
8,6,11,Heavy Rain,1,0,0.6,235,Zone_B_University,Unavailable
6,3,9,Sunny,0,0,4.2,240,Zone_A_Downtown,Available
13,2,5,Cloudy,0,0,13.2,292,Zone_A_Downtown,Available
19,0,3,Cloudy,0,0,6.3,35,Zone_C_Shopping,Unavailable
18,5,6,Light Rain,1,0,13.9,66,Zone_B_University,Unavailable
14,2,3,Sunny,0,0,10.6,274,Zone_B_University,Available
15,5,5,Sunny,0,0,11.6,222,Zone_E_Airport,Available
20,3,3,Sunny,0,0,10.9,21,Zone_A_Downtown,Available
4,1,6,Cloudy,0,1,21.0,183,Zone_A_Downtown,Available
2,5,12,Sunny,0,0,-0.7,152,Zone_A_Downtown,Available
11,6,10,Cloudy,0,0,5.7,204,Zone_C_Shopping,Available
19,4,5,Light Rain,1,0,15.9,154,Zone_C_Shopping,Unavailable
20,2,9,Sunny,0,0,8.8,170,Zone_B_University,Available
3,3,3,Heavy Rain,1,1,2.3,72,Zone_C_Shopping,Available
20,3,6,Cloudy,0,0,14.6,198,Zone_D_Residential,Available
22,5,8,Heavy Rain,1,0,18.4,268,Zone_D_Residential,Available
15,1,7,Overcast,0,0,17.9,160,Zone_E_Airport,Available
6,0,6,Heavy Rain,1,0,17.3,199,Zone_D_Residential,Available
12,2,2,Light Rain,1,0,-0.1,192,Zone_C_Shopping,Available
20,3,7,Sunny,0,0,18.7,141,Zone_A_Downtown,Unavailable
9,1,8,Light Rain,1,0,11.3,59,Zone_A_Downtown,Unavailable
6,4,1,Overcast,0,1,-0.6,204,Zone_A_Downtown,Available
13,3,9,Light Rain,1,0,6.6,207,Zone_C_Shopping,Available
4,1,4,Sunny,0,0,15.5,69,Zone_D_Residential,Available
2,0,8,Light Rain,1,0,13.8,274,Zone_C_Shopping,Available
22,0,10,Heavy Rain,1,0,8.6,29,Zone_A_Downtown,Unavailable
10,3,7,Overcast,0,0,20.3,163,Zone_C_Shopping,Unavailable
10,6,10,Sunny,0,0,3.8,163,Zone_E_Airport,Unavailable
17,3,7,Heavy Rain,1,1,16.8,265,Zone_C_Shopping,Unavailable
14,5,2,Light Rain,1,0,5.1,268,Zone_D_Residential,Available
11,2,1,Light Rain,1,0,-1.0,228,Zone_D_Residential,Available
8,1,4,Cloudy,0,1,10.3,122,Zone_E_Airport,Unavailable
9,3,12,Overcast,0,0,1.5,49,Zone_D_Residential,Unavailable
11,2,2,Sunny,0,0,5.8,274,Zone_D_Residential,Available
16,5,8,Overcast,0,0,13.8,241,Zone_A_Downtown,Available
5,2,10,Overcast,0,0,5.8,234,Zone_A_Downtown,Available
6,3,7,Overcast,0,0,14.5,154,Zone_C_Shopping,Available
13,0,8,Cloudy,0,0,20.4,68,Zone_A_Downtown,Available
12,1,11,Cloudy,0,0,3.8,279,Zone_E_Airport,Available
7,1,6,Sunny,0,0,16.3,289,Zone_B_University,Available
9,0,1,Light Rain,1,0,4.3,124,Zone_E_Airport,Unavailable
8,6,12,Sunny,0,0,-0.6,59,Zone_B_University,Unavailable
17,3,9,Sunny,0,0,10.1,293,Zone_B_University,Unavailable
1,1,6,Sunny,0,1,19.2,275,Zone_E_Airport,Available
4,3,12,Cloudy,0,0,3.7,226,Zone_B_University,Available
4,5,10,Heavy Rain,1,0,2.2,209,Zone_B_University,Available
5,3,1,Cloudy,0,1,12.2,133,Zone_A_Downtown,Unavailable
18,2,1,Light Rain,1,0,6.6,208,Zone_C_Shopping,Unavailable
7,0,8,Sunny,0,0,20.1,57,Zone_B_University,Available
15,6,6,Light Rain,1,0,17.2,272,Zone_C_Shopping,Available
12,3,8,Sunny,0,1,14.7,190,Zone_C_Shopping,Available
0,6,8,Sunny,0,0,14.1,113,Zone_D_Residential,Available
21,6,11,Heavy Rain,1,0,1.4,210,Zone_D_Residential,Available
19,5,8,Sunny,0,0,16.3,131,Zone_C_Shopping,Available
16,4,10,Light Rain,1,0,3.3,178,Zone_B_University,Available
6,0,7,Cloudy,0,0,19.0,139,Zone_D_Residential,Available
12,6,7,Light Rain,1,0,15.4,161,Zone_B_University,Available
3,1,10,Light Rain,1,1,7.2,185,Zone_C_Shopping,Available
3,2,4,Light Rain,1,0,18.4,215,Zone_B_University,Available
5,1,9,Cloudy,0,0,9.6,75,Zone_E_Airport,Available
18,5,12,Cloudy,0,0,4.3,155,Zone_B_University,Available
11,5,2,Light Rain,1,0,4.5,184,Zone_B_University,Available
21,1,11,Light Rain,1,0,-0.5,239,Zone_C_Shopping,Available
6,0,9,Overcast,0,0,15.0,248,Zone_C_Shopping,Available
9,1,10,Sunny,0,0,8.2,288,Zone_A_Downtown,Unavailable
18,3,3,Sunny,0,0,9.6,235,Zone_C_Shopping,Unavailable
6,1,2,Light Rain,1,0,8.1,245,Zone_D_Residential,Available
2,2,4,Cloudy,0,0,11.0,127,Zone_E_Airport,Available
12,2,5,Cloudy,0,0,18.3,263,Zone_C_Shopping,Available
12,4,2,Sunny,0,1,6.7,62,Zone_B_University,Available
17,2,1,Heavy Rain,1,0,5.0,98,Zone_A_Downtown,Unavailable
19,1,10,Light Rain,1,0,10.9,178,Zone_E_Airport,Unavailable
7,2,11,Sunny,0,0,7.4,101,Zone_D_Residential,Available
8,0,5,Sunny,0,0,12.8,187,Zone_A_Downtown,Unavailable
6,6,9,Light Rain,1,0,4.0,159,Zone_A_Downtown,Available
0,2,12,Heavy Rain,1,0,2.7,264,Zone_D_Residential,Available
2,3,12,Cloudy,0,1,2.5,47,Zone_B_University,Available
12,0,5,Light Rain,1,0,13.5,162,Zone_B_University,Available
16,4,12,Overcast,0,0,-0.9,208,Zone_A_Downtown,Available
23,3,11,Heavy Rain,1,0,0.8,140,Zone_B_University,Available
0,1,10,Overcast,0,0,10.0,143,Zone_B_University,Available
5,6,9,Overcast,0,0,8.6,177,Zone_D_Residential,Available
20,1,12,Light Rain,1,0,-2.5,143,Zone_B_University,Available
5,6,10,Sunny,0,1,5.8,185,Zone_B_University,Available
11,6,6,Cloudy,0,0,18.0,89,Zone_B_University,Available
12,1,3,Cloudy,0,1,6.9,270,Zone_C_Shopping,Available
12,3,4,Overcast,0,0,15.8,230,Zone_A_Downtown,Available
14,3,4,Light Rain,1,0,17.4,245,Zone_C_Shopping,Unavailable
20,6,1,Sunny,0,0,2.0,251,Zone_D_Residential,Available
15,3,3,Sunny,0,0,5.5,110,Zone_A_Downtown,Available
21,6,3,Sunny,0,0,9.2,197,Zone_A_Downtown,Available
20,6,1,Overcast,0,0,4.0,135,Zone_A_Downtown,Available
10,0,9,Overcast,0,0,3.5,209,Zone_C_Shopping,Unavailable
4,5,11,Heavy Rain,1,0,4.5,264,Zone_E_Airport,Available
3,0,1,Cloudy,0,0,1.9,125,Zone_A_Downtown,Available
2,1,9,Heavy Rain,1,0,10.1,86,Zone_E_Airport,Available
18,5,1,Sunny,0,0,2.2,66,Zone_A_Downtown,Unavailable
19,2,2,Overcast,0,0,3.7,169,Zone_D_Residential,Unavailable
17,1,2,Cloudy,0,0,5.7,209,Zone_C_Shopping,Unavailable
14,4,6,Sunny,0,0,16.5,40,Zone_C_Shopping,Available
8,0,7,Light Rain,1,1,15.9,241,Zone_C_Shopping,Unavailable
16,3,11,Sunny,0,0,0.4,223,Zone_C_Shopping,Available
13,0,1,Sunny,0,0,4.7,235,Zone_D_Residential,Available
14,3,3,Light Rain,1,0,13.7,267,Zone_D_Residential,Available
0,5,2,Sunny,0,0,3.4,116,Zone_C_Shopping,Available
20,4,8,Cloudy,0,0,13.6,279,Zone_A_Downtown,Available
21,5,9,Light Rain,1,0,6.7,190,Zone_A_Downtown,Available
21,4,2,Cloudy,0,0,7.2,198,Zone_D_Residential,Available
2,0,2,Light Rain,1,0,6.7,207,Zone_C_Shopping,Available
15,3,10,Overcast,0,0,4.3,209,Zone_C_Shopping,Available
22,5,9,Overcast,0,0,9.8,35,Zone_C_Shopping,Available
10,4,4,Sunny,0,0,16.6,71,Zone_E_Airport,Available
11,6,5,Sunny,0,0,12.1,69,Zone_C_Shopping,Available
9,1,11,Sunny,0,0,-0.8,16,Zone_D_Residential,Unavailable
15,1,9,Cloudy,0,0,11.7,36,Zone_D_Residential,Available
7,5,6,Light Rain,1,0,18.2,155,Zone_B_University,Available
5,3,10,Light Rain,1,0,5.8,103,Zone_B_University,Unavailable
11,6,12,Cloudy,0,0,4.8,89,Zone_D_Residential,Available
23,5,9,Cloudy,0,0,12.1,88,Zone_B_University,Available
20,0,9,Cloudy,0,0,15.1,250,Zone_E_Airport,Available
7,4,7,Light Rain,1,0,19.6,179,Zone_A_Downtown,Available
3,0,12,Overcast,0,0,3.6,231,Zone_A_Downtown,Available
7,1,10,Cloudy,0,0,5.8,33,Zone_E_Airport,Available
17,4,9,Cloudy,0,1,9.6,298,Zone_C_Shopping,Unavailable
4,5,5,Heavy Rain,1,0,16.9,202,Zone_B_University,Available
8,0,5,Sunny,0,0,17.6,152,Zone_D_Residential,Unavailable
3,2,12,Sunny,0,0,-1.6,294,Zone_C_Shopping,Available
21,3,8,Sunny,0,0,14.8,216,Zone_C_Shopping,Available
16,6,10,Light Rain,1,0,5.3,172,Zone_A_Downtown,Available
8,6,4,Heavy Rain,1,0,15.1,247,Zone_D_Residential,Available
0,3,9,Light Rain,1,0,8.3,129,Zone_E_Airport,Available
20,2,7,Light Rain,1,0,14.9,239,Zone_A_Downtown,Available
19,1,7,Sunny,0,0,17.6,59,Zone_E_Airport,Unavailable
12,4,3,Overcast,0,0,11.4,231,Zone_E_Airport,Available
15,3,4,Heavy Rain,1,0,12.2,132,Zone_C_Shopping,Available
12,2,7,Overcast,0,0,20.9,295,Zone_C_Shopping,Available
13,5,11,Sunny,0,0,7.0,116,Zone_B_University,Available
2,6,11,Light Rain,1,0,-1.7,146,Zone_B_University,Available
5,2,5,Heavy Rain,1,0,14.6,226,Zone_D_Residential,Available
17,1,12,Light Rain,1,0,2.3,216,Zone_E_Airport,Unavailable
18,1,3,Light Rain,1,1,11.1,161,Zone_C_Shopping,Available
4,0,1,Cloudy,0,0,9.5,272,Zone_C_Shopping,Available
14,3,7,Heavy Rain,1,0,17.4,274,Zone_A_Downtown,Available
1,0,6,Sunny,0,1,17.7,47,Zone_A_Downtown,Available
9,6,10,Heavy Rain,1,1,2.6,32,Zone_B_University,Unavailable
23,2,7,Overcast,0,0,12.2,174,Zone_A_Downtown,Available
17,4,2,Sunny,0,0,5.6,129,Zone_C_Shopping,Unavailable
12,4,12,Light Rain,1,0,8.2,222,Zone_B_University,Available
4,1,4,Cloudy,0,1,13.4,175,Zone_D_Residential,Available
22,4,2,Sunny,0,0,3.7,61,Zone_B_University,Available
23,4,8,Sunny,0,0,15.4,66,Zone_C_Shopping,Available
0,6,7,Overcast,0,0,10.9,66,Zone_C_Shopping,Available
21,4,1,Cloudy,0,0,3.3,185,Zone_A_Downtown,Unavailable
0,2,2,Sunny,0,0,8.5,120,Zone_A_Downtown,Unavailable
17,4,2,Cloudy,0,0,3.2,112,Zone_B_University,Unavailable
14,5,4,Sunny,0,0,18.1,223,Zone_E_Airport,Available
16,4,3,Light Rain,1,0,12.0,145,Zone_A_Downtown,Available
10,4,1,Sunny,0,0,7.2,236,Zone_D_Residential,Available
20,0,12,Sunny,0,1,-2.1,237,Zone_E_Airport,Available
21,2,2,Heavy Rain,1,0,5.5,141,Zone_D_Residential,Available
16,1,11,Sunny,0,0,5.8,140,Zone_A_Downtown,Available
12,0,9,Cloudy,0,0,5.5,144,Zone_E_Airport,Available
0,3,1,Light Rain,1,0,5.9,210,Zone_A_Downtown,Available
1,2,9,Light Rain,1,0,9.5,58,Zone_C_Shopping,Available
8,5,7,Light Rain,1,0,19.7,202,Zone_E_Airport,Unavailable
2,2,2,Light Rain,1,0,6.7,258,Zone_C_Shopping,Unavailable
0,3,2,Cloudy,0,0,10.2,105,Zone_B_University,Available
20,3,5,Heavy Rain,1,0,13.1,29,Zone_B_University,Unavailable
15,3,5,Light Rain,1,0,17.9,196,Zone_B_University,Available
22,6,4,Light Rain,1,0,9.5,76,Zone_C_Shopping,Available
5,1,12,Cloudy,0,1,3.3,92,Zone_B_University,Available
16,4,10,Heavy Rain,1,0,7.0,288,Zone_E_Airport,Available
4,2,10,Sunny,0,0,5.1,265,Zone_E_Airport,Available
4,6,12,Heavy Rain,1,0,-0.4,85,Zone_E_Airport,Available
5,4,3,Overcast,0,0,9.0,38,Zone_B_University,Unavailable
2,4,4,Light Rain,1,0,14.3,148,Zone_C_Shopping,Unavailable
20,5,10,Cloudy,0,0,6.9,260,Zone_E_Airport,Available
22,3,4,Sunny,0,0,19.8,216,Zone_E_Airport,Available
4,1,2,Heavy Rain,1,0,8.6,36,Zone_B_University,Available
20,5,5,Cloudy,0,0,15.2,175,Zone_A_Downtown,Available
4,0,5,Sunny,0,1,18.7,229,Zone_A_Downtown,Unavailable
9,6,5,Sunny,0,0,19.6,60,Zone_C_Shopping,Unavailable
9,6,11,Light Rain,1,0,1.1,119,Zone_C_Shopping,Unavailable
18,1,11,Overcast,0,0,5.2,184,Zone_D_Residential,Unavailable
16,4,10,Cloudy,0,1,1.5,99,Zone_B_University,Available
20,6,1,Sunny,0,0,1.0,91,Zone_A_Downtown,Available
13,1,6,Light Rain,1,1,13.7,56,Zone_B_University,Available
8,6,11,Sunny,0,0,2.4,27,Zone_B_University,Unavailable
13,6,2,Sunny,0,0,4.6,23,Zone_A_Downtown,Available
0,3,7,Overcast,0,1,15.7,27,Zone_C_Shopping,Available
18,0,4,Cloudy,0,0,16.4,36,Zone_C_Shopping,Unavailable
12,3,5,Heavy Rain,1,0,17.2,54,Zone_D_Residential,Available
12,0,5,Light Rain,1,0,19.3,141,Zone_B_University,Available
3,6,5,Sunny,0,0,21.8,183,Zone_B_University,Available
0,5,2,Cloudy,0,0,12.3,277,Zone_C_Shopping,Available
16,4,5,Sunny,0,0,16.5,236,Zone_E_Airport,Available
7,6,3,Light Rain,1,0,11.6,237,Zone_A_Downtown,Available
1,0,4,Sunny,0,0,13.5,135,Zone_D_Residential,Available
7,0,2,Light Rain,1,0,9.0,236,Zone_B_University,Available
6,0,4,Sunny,0,0,16.5,93,Zone_E_Airport,Available
